ID,SourceText,Russian,English,Notes,Reasons,Packages,AllIDs,Locations
299698692708,"Я вовсе не в восторге от этого проекта. Но скажу без затей: по моему мнению, Сова - отличный товарищ, и я доверяю ей полностью. Поэтому - я согласна!","Я вовсе не в восторге от этого проекта. Но скажу без затей: по моему мнению, Сова - отличный товарищ, и я доверяю ей полностью. Поэтому - я согласна!","I'm not thrilled about this job. But I'll be blunt: Owl is a great teammate, and I trust her completely. So I'm in!",manual-reviewed-human,google-draft,jazz-units,299698692708,jazz-units:items.lua:116118 | jazz-units:UnitData/Jazz_Spider.lua:104
310008076558,Фраг,Фраг,Frag,manual-reviewed-human,google-draft,jazz-units,310008076558,jazz-units:items.lua:131193 | jazz-units:UnitData/JAZZ_Merc_Spouke.lua:22
314598120562,"Снаряжение надо в ремонт сдать, конечно. Все бренчит и брякает.","Снаряжение надо в ремонт сдать, конечно. Все бренчит и брякает.",The gear needs repairs. Everything is clanking and rattling.,manual-reviewed-human,google-draft,jazz-units,314598120562,jazz-units:items.lua:131507
318347271366,"Сделано в лучшем виде, братан, проверяй работу,","Сделано в лучшем виде, братан. Проверяй работу.","Top-notch work, bro. Check it out.",manual-reviewed-human,google-draft,jazz-units,318347271366,jazz-units:items.lua:131328
323511335269,Гарнизон Ло Блё,Гарнизон Ло Блё,Lo Bleu Garrison,manual-reviewed-human,google-draft,jazz-units,323511335269,jazz-units:items.lua:98564
326116154029,Санитар Диверсант,Санитар Диверсант,Saboteur Medic,manual-reviewed-human,google-draft,jazz-units,326116154029,jazz-units:items.lua:89784 | jazz-units:UnitData/ArmyMedic_Elite.lua:20
326142231461,Ай-ой,Ай-ой,Ow-ow.,manual-reviewed-human,google-draft,jazz-units,326142231461,jazz-units:items.lua:115922
326903240461,"Слушай, это было замечательно, но мой контракт кончается. Ты собираешься его продлевать? Я буду пока свободен.","Слушай, это было замечательно, но мой контракт кончается. Ты собираешься его продлевать? Я буду пока свободен.","Look, it's been great, but my contract is ending. Are you renewing? I'd like to know while I'm still available.",manual-reviewed-human,google-draft,jazz-units,326903240461,jazz-units:items.lua:115069
327914500514,"Ты чо, братан, забыл про меня, или деньги закончились?","Ты чо, братан, забыл про меня, или деньги закончились?","What, did you forget about me, bro—or did you run out of money?",manual-reviewed-human,google-draft,jazz-units,327914500514,jazz-units:items.lua:131425
334995525715," Простите, я хотела сказать... Послушайте, у меня есть и другие дела на сегодня!","Простите, я хотела сказать... Послушайте, у меня есть и другие дела на сегодня!","Sorry, what I meant was... Look, I have other things to do today!",manual-reviewed-human,google-draft,jazz-units,334995525715,jazz-units:items.lua:116142 | jazz-units:UnitData/Jazz_Spider.lua:128
335290711519,Посмотри ей в глаза,Посмотри ей в глаза,Look her in the eyes,manual-reviewed-human,google-draft,jazz-units,335290711519,jazz-units:items.lua:115488 | jazz-units:UnitData/Jazz_Buzz.lua:26
339004978895,Миномётчик,Миномётчик,Mortarman,manual-reviewed-human,google-draft,jazz-units,339004978895,jazz-units:items.lua:88696 | jazz-units:items.lua:95537 | jazz-units:items.lua:95743 | jazz-units:UnitData/JAZZ_Legion_HeavyT3_Mortarman.lua:21 | jazz-units:UnitData/RebelHeavy_Mortar.lua:21 | jazz-units:UnitData/RebelHeavy_Mortar_Immortal.lua:21
340243775190,"Я хочу, чтоб это было ясно: я ненавижу всех. Я сказала - ВСЕХ!","Я хочу, чтоб это было ясно: я ненавижу всех. Я сказала - ВСЕХ!",Let me make this clear: I hate everyone. I said EVERYONE!,manual-reviewed-human,google-draft,jazz-units,340243775190,jazz-units:items.lua:115940
344607087024,Вот это здорово!,Вот это здорово!,This is great!,manual-reviewed-human,google-draft,jazz-units,344607087024 | 367651229840,jazz-units:items.lua:115689 | jazz-units:items.lua:115888
348939521107,Санита-а-а-ра сюда-а!,Санита-а-а-ра сюда-а!,Meeee-dic! Over here!,manual-reviewed-human,google-draft,jazz-units,348939521107,jazz-units:items.lua:131485
360147259833,Стэнтон,Стэнтон,Stanton,manual-reviewed-human,google-draft,jazz-units,360147259833,jazz-units:Code/Mercenary.lua:59
364194360977,У меня начинается депрессия! Мне надо просто рвануть и прочесать все это место с автоматом.,У меня начинается депрессия! Мне надо просто рвануть и прочесать все это место с автоматом.,I'm getting depressed! I need to charge in and hose this whole place down with an assault rifle.,manual-reviewed-human,google-draft,jazz-units,364194360977 | 468582654019,jazz-units:items.lua:115758 | jazz-units:items.lua:115746
367942400770,"Проклятье, Айс! Ты им понравишься там, на небесах... или куда там еще ты отправился. Не теряй веры, друг. И мы попробуем не терять ее здесь.","Проклятье, Айс! Ты им понравишься там, на небесах... или куда там еще ты отправился. Не теряй веры, друг. И мы попробуем не терять ее здесь.","Damn it, Ice! They'll love you up there in heaven... or wherever you ended up. Keep the faith, my friend. We'll try to do the same down here.",manual-reviewed-human,google-draft,jazz-units,367942400770,jazz-units:items.lua:115200
368042957180,Эйм,Эйм,Aim,manual-reviewed-human,google-draft,jazz-units,368042957180,jazz-units:Code/Mercenary.lua:160
372824017930,Чушка! Рассыпались!,Чушка! Рассыпались!,Incoming! Scatter!,manual-reviewed-human,google-draft,jazz-units,372824017930,jazz-units:items.lua:131755
373496630515,"Зачем, зачем я стреляла? Это ужасно. Бедная моя Донна. Она даже не успела... ничего не успела!","Зачем, зачем я стреляла? Это ужасно. Бедная моя Донна. Она даже не успела... ничего не успела!","Why, why did I shoot? It's horrible. My poor Donna. She didn't even have time... didn't have time to do anything!",manual-reviewed-human,google-draft,jazz-units,373496630515,jazz-units:items.lua:139155
377109261084,Грим,Грим,Grim,manual-reviewed-human,google-draft,jazz-units,377109261084 | 910000000024 | 910000001029,jazz-units:Code/Mercenary.lua:92 | jazz-units:Code/Legion.lua:26 | jazz-units:Code/Legion.lua:139
380159978333,"Нарисовался, хер сотрешь, мля!","Нарисовался, хер сотрешь, мля!","Well, look who showed up. Good fucking luck getting rid of him.",manual-reviewed-human,google-draft,jazz-units,380159978333,jazz-units:items.lua:131612
380552164029,"Может быть, эта работа меня бы больше устраивала, если б не эти тихие святоши, вроде Зондергад, которые все знают лучше тебя.","Может быть, эта работа меня бы больше устраивала, если б не эти тихие святоши, вроде Зондергад, которые все знают лучше тебя.","Maybe I'd like this job more if it weren't for quiet, sanctimonious types like Sondergard, who always know better than you.",manual-reviewed-human,google-draft,jazz-units,380552164029,jazz-units:items.lua:116473
381661751402,После такого грохота даже мёртвые встанут... или разлетятся,После такого грохота даже мёртвые встанут... или разлетятся.,"After that blast, even the dead will get up... or get blown apart.",manual-reviewed-human,google-draft,jazz-units,381661751402,jazz-units:items.lua:114899
382077164312,Миллер,Миллер,Miller,manual-reviewed-human,google-draft,jazz-units,382077164312,jazz-units:Code/Mercenary.lua:45
382095716482,Кросс,Кросс,Cross,manual-reviewed-human,google-draft,jazz-units,382095716482,jazz-units:Code/Mercenary.lua:122
389792563855,"Может, мне еще поработать с каменными ножами и медвежьими шкурами? Будь все проклято, я - профессионал!","Может, мне еще поработать с каменными ножами и медвежьими шкурами? Будь все проклято, я - профессионал!","Maybe I should go back to stone knives and bearskins? Damn it, I'm a professional!",manual-reviewed-human,google-draft,jazz-units,389792563855 | 793481254572,jazz-units:items.lua:116344 | jazz-units:items.lua:116341
390863951465,"Я не могу овладеть ситуацией! Мне надо отсюда вырваться, пока я не потеряла разум!","Я не могу овладеть ситуацией! Мне надо отсюда вырваться, пока я не потеряла разум!",I can't control the situation! I need to get out of here before I lose my mind!,manual-reviewed-human,google-draft,jazz-units,390863951465,jazz-units:items.lua:116325
390899348731,Паук... Горжусь я ей. Способная деваха! ,Паук... Горжусь я ей. Способная деваха! ,Spider... I'm proud of her. That girl's got talent!,manual-reviewed-human,google-draft,jazz-units,390899348731,jazz-units:items.lua:139984
391984240592,Армейский Спецназ,Армейский Спецназ,Army Special Forces,manual-reviewed-human,google-draft,jazz-units,391984240592 | 701157196231,jazz-units:items.lua:102785 | jazz-units:items.lua:102723
392427068113,Гренадёр,Гренадёр,Grenadier,manual-reviewed-human,google-draft,jazz-units,392427068113 | 947641553708,jazz-units:items.lua:84558 | jazz-units:UnitData/JAZZ_Legion_AssaultT1_Grenadier.lua:22 | jazz-units:items.lua:81277 | jazz-units:UnitData/ThugGrenadier.lua:21
397958642127,Костоправ,Костоправ,Bonesetter,manual-reviewed-human,google-draft,jazz-units,397958642127 | 812831809650,jazz-units:items.lua:85644 | jazz-units:UnitData/JAZZ_Legion_FrontT1_Bonemaker.lua:22 | jazz-units:items.lua:80985 | jazz-units:UnitData/ThugGoon.lua:20
409615372084,Чилл,Чилл,Chill,manual-reviewed-human,google-draft,jazz-units,409615372084,jazz-units:Code/Mercenary.lua:172
410411022674,Назад! Здесь что-то не так!,Назад! Здесь что-то не так!,Back off! Something's wrong here!,manual-reviewed-human,google-draft,jazz-units,410411022674,jazz-units:items.lua:115295
416802619051,"Делаю то, что должен.","Делаю то, что должен.",I do what I have to do.,manual-reviewed-human,google-draft,jazz-units,416802619051 | 492856048683,jazz-units:items.lua:115232 | jazz-units:items.lua:115124
420195938142,Что случилось?,Что случилось?,What happened?,manual-reviewed-human,google-draft,jazz-units,420195938142,jazz-units:items.lua:115395
425276899453,Можешь опять на меня расчитывать.,Можешь опять на меня рассчитывать.,You can count on me again.,manual-reviewed-human,google-draft,jazz-units,425276899453 | 962451046569,jazz-units:items.lua:116237 | jazz-units:items.lua:116444
427712998155,"Ну да... Как будто мне есть, куда торопиться!","Ну да... Как будто мне есть, куда торопиться!","Yeah, right... like I have anywhere to be!",manual-reviewed-human,google-draft,jazz-units,427712998155 | 626054332065,jazz-units:items.lua:115996 | jazz-units:items.lua:115972
428218963534,Я бы осталась тут с Рысью еще ненадолго.,Я бы осталась тут с Рысью еще ненадолго.,I would stay here with Lynx for a little while longer.,manual-reviewed-human,google-draft,jazz-units,428218963534,jazz-units:items.lua:115576 | jazz-units:UnitData/Jazz_Buzz.lua:114
442137809523,Бауэр,Бауэр,Bauer,manual-reviewed-human,google-draft,jazz-units,442137809523,jazz-units:Code/Mercenary.lua:87
444688786443,"Я в этом участвовать не буду, да и тебе это на самом деле не нужно. Иначе Рысь - покойник.","Я в этом участвовать не буду, да и тебе это на самом деле не нужно. Иначе Рысь - покойник.",I won't be part of this—and you don't really want me to be. Otherwise Lynx is a dead man.,manual-reviewed-human,google-draft,jazz-units,444688786443,jazz-units:items.lua:115495 | jazz-units:UnitData/Jazz_Buzz.lua:33
447021467824,"Это было безумно весело, но сейчас мне пора идти домой и настроить мой видак.","Это было безумно весело, но сейчас мне пора идти домой и настроить мой видак.","That was a lot of fun, but now I need to go home and program my VCR.",manual-reviewed-human,google-draft,jazz-units,447021467824,jazz-units:items.lua:115761
453307136093,Ну я,Ну я,"Well, I...",manual-reviewed-human,google-draft,jazz-units,453307136093 | 855628401828,jazz-units:items.lua:115951 | jazz-units:items.lua:115741
454886760587,"Возьмите сектор, у меня авария!","Возьмите сектор, у меня авария!",Take the sector—I've got an emergency!,manual-reviewed-human,google-draft,jazz-units,454886760587,jazz-units:items.lua:131784
455240026604,Это меня взбодрило!,Это меня взбодрило!,That woke me up!,manual-reviewed-human,google-draft,jazz-units,455240026604,jazz-units:items.lua:116009
462191772251,Сразу удрали. Типичные мужики.,Сразу удрали. Типичные мужики.,They ran at once. Typical men.,manual-reviewed-human,google-draft,jazz-units,462191772251,jazz-units:items.lua:115730
463630214662,"Вот идиот! Ему место в рекламе - ""Контролируйте рождаемость""!","Вот идиот! Ему место в рекламе - ""Контролируйте рождаемость""!",What an idiot! He's a walking ad for birth control!,manual-reviewed-human,google-draft,jazz-units,463630214662 | 748733504828,jazz-units:items.lua:116511 | jazz-units:items.lua:116207
480352270619,"Вижу трафарета. Мать моя святая женщина, ну и рожа!","Вижу трафарета. Мать моя — святая женщина, ну и рожа!","I see the target. Holy mother of mine, what a mug!",manual-reviewed-human,google-draft,jazz-units,480352270619,jazz-units:items.lua:131334
481771233102,Ну ладно!,Ну ладно!,Okay!,manual-reviewed-human,google-draft,jazz-units,481771233102 | 949418392441 | 981665767122,jazz-units:items.lua:115717 | jazz-units:items.lua:115953 | jazz-units:items.lua:115743
492075631047,Снэйр,Снэйр,Snare,manual-reviewed-human,google-draft,jazz-units,492075631047,jazz-units:Code/Mercenary.lua:137
493164139843,Отсюда надо выбираться! ,Отсюда надо выбираться! ,We need to get out of here!,manual-reviewed-human,google-draft,jazz-units,493164139843 | 935033359195,jazz-units:items.lua:115432 | jazz-units:items.lua:115404
496206738742,Внимание! Здесь каждый шаг может стать последним!,Внимание! Здесь каждый шаг может стать последним!,Careful! Every step here could be your last!,manual-reviewed-human,google-draft,jazz-units,496206738742 | 743479715111,jazz-units:items.lua:116385 | jazz-units:items.lua:116382
496511088531,Доктор Ливси,Доктор Ливси,Dr. Livesey,manual-reviewed-human,google-draft,jazz-units,496511088531,jazz-units:items.lua:114766 | jazz-units:UnitData/Doctor_Leevsy.lua:19
498845146351,Я сделала свою работу. ,Я сделала свою работу. ,I've done my job.,manual-reviewed-human,google-draft,jazz-units,498845146351,jazz-units:items.lua:115752
499121738647,"Отличный выстрел, братан!","Отличный выстрел, братан!","Great shot, bro!",manual-reviewed-human,google-draft,jazz-units,499121738647,jazz-units:items.lua:131689
499758495969,"Отлично, похоже, что все в порядке. Готова к службе!","Отлично, похоже, что все в порядке. Готова к службе!","Excellent, everything seems to be in order. Ready for duty!",manual-reviewed-human,google-draft,jazz-units,499758495969 | 718868776454,jazz-units:items.lua:116152 | jazz-units:UnitData/Jazz_Spider.lua:138 | jazz-units:items.lua:116272
500537214867,"Эх, говорила мне маманя, не ходи в армию...","Эх, говорила мне маманя, не ходи в армию...","Ah, Mama told me not to join the army...",manual-reviewed-human,google-draft,jazz-units,500537214867,jazz-units:items.lua:131444
505750596768,Что-то мне хочется кого-нибудь убить!,Что-то мне хочется кого-нибудь убить!,I kind of want to kill someone!,manual-reviewed-human,google-draft,jazz-units,505750596768,jazz-units:items.lua:115782
506384671724,Очень хорошо! Я с нетерпением жду новых заданий.,Очень хорошо! Я с нетерпением жду новых заданий.,Very good! I'm looking forward to new assignments.,manual-reviewed-human,google-draft,jazz-units,506384671724,jazz-units:items.lua:116162 | jazz-units:UnitData/Jazz_Spider.lua:148
509896041860,"Ну пошли, че.","Ну пошли, че.","Let's get moving, then.",manual-reviewed-human,google-draft,jazz-units,509896041860,jazz-units:items.lua:131641
511604236324,"А ты ведь не верил, что получится, а? ","А ты ведь не верил, что получится, а? ","You didn't think that would work, did you?",manual-reviewed-human,google-draft,jazz-units,511604236324 | 700215474496,jazz-units:items.lua:115283 | jazz-units:items.lua:115188
512609438715,"Что? Вики? Вики! Нет! Почему? Почему я убиваю своих друзей? Я не должна никого убивать! Я врач, я должна лечить их, а не убивать! Я не хочу, чтоб они умирали!","Что? Вики? Вики! Нет! Почему? Почему я убиваю своих друзей? Я не должна никого убивать! Я врач, я должна лечить их, а не убивать! Я не хочу, чтоб они умирали!","What? Vicky? Vicky! No! Why? Why do I kill my friends? I shouldn't kill anyone! I'm a doctor, I should treat them, not kill them! I don't want them to die!",manual-reviewed-human,google-draft,jazz-units,512609438715,jazz-units:items.lua:116351
513375237054,Я бы лучше прикончила Рысь!,Я бы лучше прикончила Рысь!,I'd rather finish off Lynx!,manual-reviewed-human,google-draft,jazz-units,513375237054,jazz-units:items.lua:115889
513995264753,"Смотри сюда, анчоус, щас вылетит бомбочка!","Смотри сюда, анчоус, щас вылетит бомбочка!","Look here, anchovy—little bomb coming your way!",manual-reviewed-human,google-draft,jazz-units,513995264753,jazz-units:items.lua:131412
