ID,SourceText,Russian,English,Notes
890000000005203,"The brass token from Aisha Hassan's old dock locker hangs on a cord, its stamped edge polished by sleepless fingers. Years of crates slamming down beside her boots ended when she finally left the Kenyan port. Sharp sounds still catch Aisha's breath, and embarrassment can turn fright into a cutting reply. She is slight and unseasoned, but knows how to keep moving through cramped spaces when everyone is tired.","Грохот металла до сих пор преследует Аишу Хассан после лет, проведённых за разгрузкой кенийского порта. Она вспыхивает быстро, а после резкого звука ненавидит себя за заметную дрожь в пальцах. На шее Аиша носит старый жетон от шкафчика, единственную вещь, которую забрала с последней смены. Ей не хватает спокойствия и опыта, но тесные проходы и тяжёлый день уже не кажутся поводом отступить.","The brass token from Aisha Hassan's old dock locker hangs on a cord, its stamped edge polished by sleepless fingers. Years of crates slamming down beside her boots ended when she finally left the Kenyan port. Sharp sounds still catch Aisha's breath, and embarrassment can turn fright into a cutting reply. She is slight and unseasoned, but knows how to keep moving through cramped spaces when everyone is tired.",JAZZ-UNITS-005
890000000005213,"Amadou Keita joined a village watch in Mali, where broken shutters and overturned carts usually mattered more than drills. A mine took a wagon apart in front of him, leaving a fear of disturbed soil that no teasing has cured. He tests each doubtful verge with a long walnut stick and explains exactly why. Amadou may choose the widest path around hidden danger, but once a threat is visible he meets it with plain, dependable effort.","Амаду Кейта защищал родную деревню в Мали и привык чинить руками то, что другим казалось слишком тяжёлым. Однажды мина разнесла телегу рядом с ним, и с тех пор рыхлая земля заставляет его менять дорогу. Амаду носит длинную ореховую палку и проверяет ею каждый подозрительный край тропы, не скрывая причины. Сюрпризов он не любит; простую опасную работу выполняет без хвастовства и всегда доводит до конца.","Amadou Keita joined a village watch in Mali, where broken shutters and overturned carts usually mattered more than drills. A mine took a wagon apart in front of him, leaving a fear of disturbed soil that no teasing has cured. He tests each doubtful verge with a long walnut stick and explains exactly why. Amadou may choose the widest path around hidden danger, but once a threat is visible he meets it with plain, dependable effort.",JAZZ-UNITS-005
890000000005223,"Tiny springs rattle in Chidi Okonkwo's matchbox, each sorted by feel and sound. The Nigerian army rejected him, so stubborn evidence crates behind a police station became his daily work. Latches made sense in a way marching never did, and a forgotten revolver eventually followed Chidi out. His fingers solve small mechanisms quickly, though a hard rush can leave him waiting for his pulse to settle.","Армейская комиссия в Нигерии отвергла Чиди Оконкво, и он устроился разбирать ящики с уликами при полицейском складе. Замки и защёлки поддавались ему легче, чем строевая, а старый револьвер однажды поддался особенно удачно. В спичечном коробке Чиди хранит крошечные пружины, сортируя их по упругости на слух. Он быстро понимает устройство простых вещей, хотя собственное сердце порой напоминает, почему форма ему так и не досталась.","Tiny springs rattle in Chidi Okonkwo's matchbox, each sorted by feel and sound. The Nigerian army rejected him, so stubborn evidence crates behind a police station became his daily work. Latches made sense in a way marching never did, and a forgotten revolver eventually followed Chidi out. His fingers solve small mechanisms quickly, though a hard rush can leave him waiting for his pulse to settle.",JAZZ-UNITS-005
890000000005233,"An expired licence lies absurdly neat inside Lucien Mbarga's knife sheath after many wet seasons. It survived the day Grand Chien rangers confiscated his poaching gun and promised a cell next time. Lucien performs no regret for company, preferring to leave before questions grow specific. Empty-handed at distance, he falls back on the craft nobody managed to seize: moving without announcing himself.","Последнее предупреждение рейнджеров лишило Люсьена Мбаргу ружья после силков в заповедных местах Гранд-Шьен. Он не оправдывается и не ищет сочувствия, предпочитая исчезнуть из разговора раньше неудобного вопроса. Просроченную лицензию Люсьен всё же хранит, аккуратно сложив её в рукояти ножен. Без ружья он осторожнее прежнего, но привычка ступать бесшумно осталась при нём.","An expired licence lies absurdly neat inside Lucien Mbarga's knife sheath after many wet seasons. It survived the day Grand Chien rangers confiscated his poaching gun and promised a cell next time. Lucien performs no regret for company, preferring to leave before questions grow specific. Empty-handed at distance, he falls back on the craft nobody managed to seize: moving without announcing himself.",JAZZ-UNITS-005
890000000005243,"A blue nub of classroom chalk follows Kofi Asante wherever a blank board might accept a question. He educated himself from books abandoned beneath desks while guarding a Ghanaian school at night. Ideas come readily, while knots, catches, and unfamiliar tools can make Kofi's hands look borrowed. Being treated as useless stings him, but he learns from a mistake before repeating it himself.","Забытые под партами книги стали ночной школой Кофи Асанте, когда он сторожил здание в Гане. Новую мысль он схватывает быстро, но простая работа руками часто превращается у него в долгий спор с самим собой. В кармане Кофи лежит обломок синего мела, которым он записывает вопросы на любой свободной стене. Ему неловко быть самым неопытным в комнате, хотя чужую ошибку он обычно понимает раньше её владельца.","A blue nub of classroom chalk follows Kofi Asante wherever a blank board might accept a question. He educated himself from books abandoned beneath desks while guarding a Ghanaian school at night. Ideas come readily, while knots, catches, and unfamiliar tools can make Kofi's hands look borrowed. Being treated as useless stings him, but he learns from a mistake before repeating it himself.",JAZZ-UNITS-005
890000000005253,"One mine-struck cart was enough to shape João Domingos's years in an Angolan local watch. Loose earth slows him at once, and he refuses to disguise caution as some grand tactical instinct. A smooth iron bolt recovered from the wreck rolls between his fingers whenever a road feels wrong. Hidden danger can hold João back, but a threat he can see receives the full weight of a stubborn, unsentimental man.","Жуан Домингос состоял в ангольской дружине, где одна встреча с минами заменила ему все последующие уроки храбрости. Он идёт медленно, внимательно смотрит под ноги и никогда не смеётся над чужой осторожностью. В ладони Жуан часто перекатывает гладкий болт от той самой разбитой телеги, напоминая себе не спешить. Скрытая угроза сковывает его, тогда как перед видимой он остаётся упрямым и прямым.","One mine-struck cart was enough to shape João Domingos's years in an Angolan local watch. Loose earth slows him at once, and he refuses to disguise caution as some grand tactical instinct. A smooth iron bolt recovered from the wreck rolls between his fingers whenever a road feels wrong. Hidden danger can hold João back, but a threat he can see receives the full weight of a stubborn, unsentimental man.",JAZZ-UNITS-005
890000000005263,"Blue threads tied to low branches tell Wanjiku Mwangi what the wind changed while she was away. A Kenyan ranger taught her fieldcraft through water runs, tracks, and long hours at the silent edge of a clearing. She is light on rough ground and sparing with conversation around boastful strangers. Heavy burdens expose her slight frame, yet Wanjiku holds a watch long after louder people grow restless.","Там, где кенийский лес подходил к полям, Ванджику Мванги носила воду егерю и часами дежурила на опушке. Она не тратит слов на обещания и легко проходит по тропе, которая у других отнимает дыхание. К веткам Ванджику привязывает короткие синие нитки, чтобы на обратном пути проверить, что изменил ветер. Тяжёлая работа быстро выдаёт её тонкие плечи, но наблюдение она редко бросает раньше срока.","Blue threads tied to low branches tell Wanjiku Mwangi what the wind changed while she was away. A Kenyan ranger taught her fieldcraft through water runs, tracks, and long hours at the silent edge of a clearing. She is light on rough ground and sparing with conversation around boastful strangers. Heavy burdens expose her slight frame, yet Wanjiku holds a watch long after louder people grow restless.",JAZZ-UNITS-005
890000000005273,"Questions rather than repair figures fill the grease-stained shop notebook in Serge Kouassi's pocket. He grew up above his father's Grand Chien garage, surrounded by tools he never learned to love. Practical work makes Serge's hands fumble, while contradictions in a story catch him immediately. He believes thought can open doors that muscle cannot and sometimes forgets that a good idea still needs someone to turn the handle.","Над гаражом отца в Гранд-Шьен Серж Куасси с детства раздражал его отказом брать отвёртку правильно. С железом Серж спорит до сих пор, а несходящееся чужое объяснение замечает почти сразу. Он носит промасленный блокнот из мастерской и записывает туда не детали, а вопросы. Пустые руки его смущают меньше, чем пустая голова, хотя на деле одной догадки часто недостаточно.","Questions rather than repair figures fill the grease-stained shop notebook in Serge Kouassi's pocket. He grew up above his father's Grand Chien garage, surrounded by tools he never learned to love. Practical work makes Serge's hands fumble, while contradictions in a story catch him immediately. He believes thought can open doors that muscle cannot and sometimes forgets that a good idea still needs someone to turn the handle.",JAZZ-UNITS-005
890000000005283,"A dented tin lunch box has survived every fall Bongani Dlamini declines to discuss. It accompanied years of guarding a South African mining compound, carrying sacks by day and stealing sleep between alarms. Bongani rises slowly, speaks rarely, and sees no virtue in hurrying merely to impress someone. He will never be first around a corner, but once his bulk settles into a doorway, moving him becomes everybody else's problem.","Между сменами в южноафриканском шахтёрском посёлке Бонгани Дламини сторожил ворота, переносил мешки и спал короткими кусками. Он тяжёл на подъём, молчалив и совершенно не заинтересован в том, чтобы выглядеть проворнее. Обед Бонгани носит в вмятой жестяной коробке, которая пережила больше падений, чем её хозяин готов обсудить. Когда нужно долго держать дверь или не уступать тесный проход, его медлительность внезапно перестаёт быть недостатком.","A dented tin lunch box has survived every fall Bongani Dlamini declines to discuss. It accompanied years of guarding a South African mining compound, carrying sacks by day and stealing sleep between alarms. Bongani rises slowly, speaks rarely, and sees no virtue in hurrying merely to impress someone. He will never be first around a corner, but once his bulk settles into a doorway, moving him becomes everybody else's problem.",JAZZ-UNITS-005
890000000005293,"White gloves dry over the back of Idrissa Bah's only chair every Sunday. They once conducted Senegalese traffic with more success than he ever found on a firing line. Confusion unsettles Idrissa until he can give it lanes, turns, and a place to stop. He is no hero of sudden violence, but a crowd often borrows its first calm moment from his precise gestures.","На сенегальском перекрёстке Идрисса Бах мог одним жестом распутать движение, которое уже считало себя безнадёжным. Перестрелка лишает его уюта; видимый порядок возвращает самообладание. Идрисса сам стирает белые перчатки по воскресеньям и сушит их на спинке единственного стула. Люди не всегда слышат его с первого раза, но руки у него говорят достаточно ясно, чтобы хаос сделал короткую паузу.","White gloves dry over the back of Idrissa Bah's only chair every Sunday. They once conducted Senegalese traffic with more success than he ever found on a firing line. Confusion unsettles Idrissa until he can give it lanes, turns, and a place to stop. He is no hero of sudden violence, but a crowd often borrows its first calm moment from his precise gestures.",JAZZ-UNITS-005
890000000005303,"Pencil marks cover the inside of Omar Diallo's cartridge box, accounting for rounds that did not return. He deserted a Senegalese unit after an order treated lives as replaceable supplies. Omar keeps his distance from uniforms now and speaks only after watching a room settle. The path forward can make him hesitate, but once the rifle reaches his shoulder he wastes neither motion nor breath.","Из сенегальской части Омар Диалло ушёл, когда понял, что очередной приказ заведёт его людей туда, откуда их не собираются возвращать. Теперь он говорит мало и долго выбирает момент, прежде чем приложить к плечу старый винчестер. После каждого выхода Омар ставит карандашную черту на внутренней стороне патронной коробки, считая не победы, а потраченные выстрелы. Решительность приходит к нему не сразу, зато принятое решение он уже не украшает словами.","Pencil marks cover the inside of Omar Diallo's cartridge box, accounting for rounds that did not return. He deserted a Senegalese unit after an order treated lives as replaceable supplies. Omar keeps his distance from uniforms now and speaks only after watching a room settle. The path forward can make him hesitate, but once the rifle reaches his shoulder he wastes neither motion nor breath.",JAZZ-UNITS-005
890000000005313,"Bastien Lafontaine learned his trade with a Grand Chien militia, covering alleys where walls seemed to close in during trouble. Cheap tobacco stains his fingers, but he saves the cigarette until everything has gone quiet. A rolling paper stays folded inside the oil rag he uses on his rifle, a private promise of rest. Bastien is not imaginative under changing orders, yet in a confined street his steady bursts arrive exactly where companions expect them.","Машинное масло и дешёвый табак выдают Бастьена Лафонтена раньше, чем он успевает заговорить. В местной милиции Гранд-Шьен ему чаще встречались тесные улицы, чем открытое поле. Самокрутку Бастьен заворачивает в промасленную тряпицу, курит только после работы и сердится, если кто-то без спроса трогает его оружие. Красивого ракурса он не ищет, зато хорошо чувствует минуту, когда узкий проход нужно наполнить шумом.","Bastien Lafontaine learned his trade with a Grand Chien militia, covering alleys where walls seemed to close in during trouble. Cheap tobacco stains his fingers, but he saves the cigarette until everything has gone quiet. A rolling paper stays folded inside the oil rag he uses on his rifle, a private promise of rest. Bastien is not imaginative under changing orders, yet in a confined street his steady bursts arrive exactly where companions expect them.",JAZZ-UNITS-005
890000000005323,"Tea comes from Chukwuemeka “Emeka” Obi's shrapnel-dented tin cup, which nobody is allowed to repair. The dent outlived a Nigerian checkpoint erased after months behind its machine gun. Built for weight rather than delicacy, Emeka laughs first when a careful shot goes astray. He may not pick one point from the landscape elegantly, but knows how to make an entire stretch of ground feel unwelcoming.","Однажды утром от нигерийского блокпоста Чуквуэмеки «Эмеки» Оби не осталось ничего, кроме мешков и пыли. До этого он месяцами держал там пулемётную точку, а теперь шутит, что земля — единственная мишень, которая не уклоняется. Чай Эмека пьёт из банки с вмятиной от осколка и не разрешает её выпрямлять. Отдельную цель он может проводить неровно, зато под его долгим грохотом чужие головы быстро учатся не подниматься.","Tea comes from Chukwuemeka “Emeka” Obi's shrapnel-dented tin cup, which nobody is allowed to repair. The dent outlived a Nigerian checkpoint erased after months behind its machine gun. Built for weight rather than delicacy, Emeka laughs first when a careful shot goes astray. He may not pick one point from the landscape elegantly, but knows how to make an entire stretch of ground feel unwelcoming.",JAZZ-UNITS-005
890000000005333,"Michel Kabeya once unloaded riverboats in Congo, betting his lunch on whether a dented can would land inside a distant crate. The game eventually became a practical occupation involving objects no one wanted thrown back. He is loud over drinks and utterly silent before a toss, rubbing a copper pull ring threaded onto his belt. Michel trusts his arm, but never lingers to admire the place where its delivery comes down.","Пустые банки Мишель Кабейа забрасывал в щели между ящиками, развлекая смену на речной пристани в Конго. Позже оказалось, что тот же глазомер полезен для предметов, которые лучше не возвращать обратно. В баре Мишель шумен, но перед броском всегда замолкает и касается большим пальцем медного кольца на чеке. Он двигается охотно, хотя близость собственного взрыва уважает сильнее, чем показывает друзьям.","Michel Kabeya once unloaded riverboats in Congo, betting his lunch on whether a dented can would land inside a distant crate. The game eventually became a practical occupation involving objects no one wanted thrown back. He is loud over drinks and utterly silent before a toss, rubbing a copper pull ring threaded onto his belt. Michel trusts his arm, but never lingers to admire the place where its delivery comes down.",JAZZ-UNITS-005
890000000005343,"A faded checked scarf covers Juma Otieno's mouth on the road, still faintly scented with his sister's soap. It crossed a Kenyan border where dust announced company before an engine arrived. Juma learned to relocate before a position became a trap and has little patience for theatrical last stands. Weight tires him quickly, but open ground sharpens his attention and seems to quicken every choice.","На кенийской границе Джума Отиено научился читать пыль, которая появлялась раньше машин и часто была единственным предупреждением. Он привык быстро менять место и не обижается на приказ не изображать героя. Перед выходом Джума завязывает на лице выцветший клетчатый платок, сохранивший запах дорожного мыла. Тяжёлое снаряжение утомляет его быстрее долгого пути, зато первым увидеть движение на горизонте для него почти личная обязанность.","A faded checked scarf covers Juma Otieno's mouth on the road, still faintly scented with his sister's soap. It crossed a Kenyan border where dust announced company before an engine arrived. Juma learned to relocate before a position became a trap and has little patience for theatrical last stands. Weight tires him quickly, but open ground sharpens his attention and seems to quicken every choice.",JAZZ-UNITS-005
890000000005353,"Blue electrical tape around Andile Nkosi's sling bears the plate number of the first truck he brought through untouched. South African convoy work taught him that careless fire could ruin cargo before an attacker reached it. Andile prefers routine, short instructions, and people who keep their hands to themselves. Sudden improvisation can leave him behind, but a revealed pattern brings disciplined restraint back to his weapon.","Конвои Южной Африки научили Андиле Нкоси отвечать на засаду, не превращая груз за спиной в решето. Он спокоен, немногословен и раздражается, когда новички берут его оружие просто из любопытства. На ремне Андиле закреплена полоска синей изоленты с номером первой машины, которую он довёл целой. Неожиданные перемены ему не нравятся, зато в знакомом ритме он расходует шум коротко и бережно.","Blue electrical tape around Andile Nkosi's sling bears the plate number of the first truck he brought through untouched. South African convoy work taught him that careless fire could ruin cargo before an attacker reached it. Andile prefers routine, short instructions, and people who keep their hands to themselves. Sudden improvisation can leave him behind, but a revealed pattern brings disciplined restraint back to his weapon.",JAZZ-UNITS-005
890000000005363,"A cracked compass needs one sharp tap from Sekou Camara before its needle remembers north. He carried it while patrolling the Malian desert, where an upright man against a pale horizon becomes everyone's landmark. Restlessness serves Sekou in open country and irritates patient companions. He lacks reach for distant contests, but crosses exposed ground fast enough to give slower people room to breathe.","В малийской пустыне Секу Камара рано понял, что неподвижная фигура на светлом фоне долго не живёт. Он постоянно смещается, выбирает низины и терпеть не может ждать на месте только ради чужой важности. Компас Секу треснул много лет назад, но стрелка всё ещё находит север, если постучать по стеклу ногтем. Его короткое оружие не прощает дальних амбиций, зато ноги часто уносят его туда, где тяжёлые товарищи ещё ищут удобный путь.","A cracked compass needs one sharp tap from Sekou Camara before its needle remembers north. He carried it while patrolling the Malian desert, where an upright man against a pale horizon becomes everyone's landmark. Restlessness serves Sekou in open country and irritates patient companions. He lacks reach for distant contests, but crosses exposed ground fast enough to give slower people room to breathe.",JAZZ-UNITS-005
890000000005373,"A ridiculous folding stool appears beneath Pascal Ngoma whenever waiting stretches past an hour. Grand Chien gun posts taught him to regard running as evidence of poor planning. Pascal is stubborn, durable, and happiest when a patch of ground becomes clearly his responsibility. New directions reach him slowly, but incoming noise rarely persuades him to leave the old one.","Месяцы на огневой точке в Гранд-Шьен приучили Паскаля Нгому любить места, откуда не нужно никуда бежать. Он упрям, тяжёл и воспринимает движение скорее как уступку обстоятельствам. Под вещами Паскаля всегда привязан крошечный складной табурет, вызывающий смех ровно до первой долгой ночи. Быстрой смены плана от него не дождёшься, зато вокруг выбранной позиции постепенно становится тихо.","A ridiculous folding stool appears beneath Pascal Ngoma whenever waiting stretches past an hour. Grand Chien gun posts taught him to regard running as evidence of poor planning. Pascal is stubborn, durable, and happiest when a patch of ground becomes clearly his responsibility. New directions reach him slowly, but incoming noise rarely persuades him to leave the old one.",JAZZ-UNITS-005
890000000005383,"Bottle caps fill Kwesi Boateng's old tobacco tin, shaken before work to hear whether his hand is steady. The habit began behind a Ghanaian warehouse, where he aimed empty bottles at a chalk circle after every shift. Heavier objects with shorter fuses eventually replaced the glass. Kwesi commits quickly but dislikes the seconds after impact, when the echo seems to search for whoever caused it.","За ганским складом Квеси Боатенг после смены часами бросал пустые бутылки в меловой круг на стене. Эта забава сделала его уверенным с предметами, которые звенят куда опаснее стекла. Квеси собирает крышки в табачную коробку и встряхивает её перед выходом, проверяя спокойствие руки. Он действует быстро и улыбается редко, а после громкого результата предпочитает уже быть в другом месте.","Bottle caps fill Kwesi Boateng's old tobacco tin, shaken before work to hear whether his hand is steady. The habit began behind a Ghanaian warehouse, where he aimed empty bottles at a chalk circle after every shift. Heavier objects with shorter fuses eventually replaced the glass. Kwesi commits quickly but dislikes the seconds after impact, when the echo seems to search for whoever caused it.",JAZZ-UNITS-005
