ID,Text,Translation,Old Text,Old Translation,Status,Gender,Critical Warnings,Non-critical Warnings,Platform Warnings,Location,Context,Section,Keyword,Actor,Voice Actor,Voice ID,Revision,Old Revision,Edit Distance
949870544095,"The following mods will not be loaded because of missing or incompatible mods that they require:

<skipped>","Следующие моды не будут загружены из-за отсутствия или несовместимости требуемых модов:

<skipped>","The following mods will not be loaded because of missing or incompatible dependencies:

<skipped>","Следующие моды не будут загружены из-за отсутствия или несовместимости зависимостей:

<skipped>",OK,,,,,Trunk\CommonLua/Classes/Mod.lua(02618),,,,,,,,,
711775436656,"The following mods are now deprecated. They have been integrated into the base game and will be automatically disabled:
<em><u(mods_list)></em>","Следующие моды устарели. Они интегрированы в базовую версию игры и будут автоматически отключены: 
<em><u(mods_list)></em>","The following mods have been automatically disabled:
<em><u(mods_list)></em>","Следующие моды перманентно отключены:
<em><u(mods_list)></em>",OK,,,,,Trunk\CommonLua/Classes/Mod.lua(02694),,,,,,,,,
872385252314,"The following mods have been blacklisted and automatically blocked:
<em><u(mods_list)></em>","Следующие моды занесены в черный список и автоматически заблокированы:
<em><u(mods_list)></em>","The following mods have been blacklisted and automatically deleted:
<em><mods_list></em>","Следующие моды занесены в черный список и автоматически удалены:
<em><mods_list></em>",OK,,,,,Trunk\CommonLua/Classes/Mod.lua(02695),,,,,,,,,
942032529432,"<deprecated>

<banned>","<deprecated>

<banned>","<deletedMods>

<disabledMods>","<deletedMods>

<disabledMods>",OK,,,,,Trunk\CommonLua/Classes/Mod.lua(02697),,,,,,,,,
784547514723,Ok,OK,,,OK,,,,,Trunk\CommonLua/Classes/Mod.lua(02716),,,,,,,,,
677060079613,<u(language)>,<u(language)>,,,OK,,,,,Trunk\CommonLua/Classes/ModItem.lua(01760),,,,,,,,,
744151871819,Modify <u(SubObjectEditorView)><u(prop)><AddEditorView><MulEditorView> <u(id)>,Modify <u(SubObjectEditorView)><u(prop)><AddEditorView><MulEditorView> <u(id)>,,,OK,,,,,Trunk\CommonLua/Classes/Modifiers.lua(00570),,,,,,,,,
768699500779,Critical Error,Критическая ошибка,,,OK,,,,,Trunk\CommonLua/Core/autorun.lua(00272),,,,,,,,,
676315741793,Unspecified error occurred (code %s1). The game will now close.,Произошла неизвестная ошибка (код %s1). Игра завершится.,,,OK,,,,,Trunk\CommonLua/Core/autorun.lua(00273),,,,,,,,,
622236701127,You need a supported DX11-compatible video card with updated drivers to play this game.,"Для этой игры требуется видеокарта, совместимая с DX11, с обновленной версией драйверов.",,,OK,,,,,Trunk\CommonLua/Core/autorun.lua(00274),,,,,,,,,
838205552015,Failed to initialize video mode.,Не удалось инициализировать видеорежим.,,,OK,,,,,Trunk\CommonLua/Core/autorun.lua(00275),,,,,,,,,
224174170996,You need DirectX 11/12 and a DirectX 11/12-compatible graphics card to run this game.,Для этой игры требуется пакет DirectX 11/12 и совместимая с ним видеокарта.,,,OK,,,,,Trunk\CommonLua/Core/autorun.lua(00281),,,,,,,,,
564352332891,You need an OpenGL 4.5-capable graphics card to run this game.,"Для этой игры требуется видеокарта, совместимая с OpenGL 4.5.",,,OK,,,,,Trunk\CommonLua/Core/autorun.lua(00283),,,,,,,,,
595831467700,Failed to initialize graphics subsystem.,Не удалось инициализировать графическую подсистему.,,,OK,,,,,Trunk\CommonLua/Core/autorun.lua(00285),,,,,,,,,
463126936264,"An error has occurred: ""<err>/<context>""","Произошла ошибка: ""<err>/<context>""",,,OK,,,,,Trunk\CommonLua/Core/error.lua(00019),,,,,,,,,
519529788732,Some downloadable content requires a game update in order to work.,Для части загружаемых материалов требуется обновление игры.,,,OK,,,,,Trunk\CommonLua/Core/error.lua(00020),,,,,,,,,
631831331619,File is corrupted.,Файл поврежден.,Storage is broken.,Хранилище не работает.,OK,,,,,Trunk\CommonLua/Core/error.lua(00023),,,,,,,,,
950959678764,File not found.,Файл не найден.,Storage file not found.,Файл хранилища не найден.,OK,,,,,Trunk\CommonLua/Core/error.lua(00024),,,,,,,,,
639145562955,Mount not found.,Внешнее хранилище не найдено.,Storage mount not found.,Внешнее хранилище не найдено.,OK,,,,,Trunk\CommonLua/Core/error.lua(00025),,,,,,,,,
157438408284,Access denied.,В доступе отказано.,Insufficient storage permissions.,Недостаточно разрешений для хранилища.,OK,,,,,Trunk\CommonLua/Core/error.lua(00026),,,,,,,,,
311342666009,Invalid parameter.,Неправильный параметр.,Wrong storage parameter.,Неправильный параметр хранилища.,OK,,,,,Trunk\CommonLua/Core/error.lua(00027),,,,,,,,,
932157256532,Out of memory.,Объем памяти исчерпан.,Storage is our of memory.,Объем памяти хранилища исчерпан.,OK,,,,,Trunk\CommonLua/Core/error.lua(00028),,,,,,,,,
493581690114,File already exists.,Файл уже существует.,Savegame already exists.,Файл сохранения уже существует.,OK,,,,,Trunk\CommonLua/Core/error.lua(00029),,,,,,,,,
320309712530,Storage is not initialized.,Хранилище не инициализировано.,,,OK,,,,,Trunk\CommonLua/Core/error.lua(00032),,,,,,,,,
843835835267,Storage is busy.,Хранилище занято.,,,OK,,,,,Trunk\CommonLua/Core/error.lua(00033),,,,,,,,,
462819971888,Storage fingerprint mismatch.,Несовпадение контрольной суммы хранилища.,,,OK,,,,,Trunk\CommonLua/Core/error.lua(00034),,,,,,,,,
686870623950,Savegame internal error.,Внутренняя ошибка сохранения.,,,OK,,,,,Trunk\CommonLua/Core/error.lua(00035),,,,,,,,,
557131064264,Storage mount is full.,Внешнее хранилище заполнено.,,,OK,,,,,Trunk\CommonLua/Core/error.lua(00036),,,,,,,,,
147878217218,Faulty storage mount.,Ошибка внешнего хранилища.,,,OK,,,,,Trunk\CommonLua/Core/error.lua(00037),,,,,,,,,
739959355591,Invalid storage user.,Неправильный пользователь хранилища.,,,OK,,,,,Trunk\CommonLua/Core/error.lua(00038),,,,,,,,,
850329789527,Storage memory is not ready.,Память хранилища не готова.,,,OK,,,,,Trunk\CommonLua/Core/error.lua(00039),,,,,,,,,
166996754616,Storage is not mounted.,Внешнее хранилище не подключено.,,,OK,,,,,Trunk\CommonLua/Core/error.lua(00040),,,,,,,,,
392924077757,Failed to save your settings,Не удалось сохранить параметры.,,,OK,,,,,Trunk\CommonLua/Core/error.lua(00044),,,,,,,,,
477874811467,"There is not enough storage space. To save your settings, free storage space.","Недостаточно места на диске. Освободите место, чтобы сохранить параметры.",,,OK,,,,,Trunk\CommonLua/Core/error.lua(00045),,,,,,,,,
947319053929,"The save data limit for this game was reached. To save your settings, delete old save data.","Достигнут лимит сохраненных данных для этой игры. Чтобы сохранить параметры, удалите старые сохраненные данные.",,,OK,,,,,Trunk\CommonLua/Core/error.lua(00046),,,,,,,,,
698174397420,"Failed to load your game settings. ""<savename>"" save data will be deleted and new save data will be created.","Не удалось загрузить настройки игры. Данные сохранения «<savename>» будут удалены, и мы создадим новое сохранение.",,,OK,,,,,Trunk\CommonLua/Core/error.lua(00050),,,,,,,,,
250310486356,"Failed to load your game settings. ""<savename>"" save data is corrupted. This save data will be deleted and new save data will be created.","Не удалось загрузить настройки игры. Данные сохранения «<savename>» повреждены. Они будут удалены, и мы создадим новое сохранение.",,,OK,,,,,Trunk\CommonLua/Core/error.lua(00051),,,,,,,,,
468273295904,"Rolled back to previous game settings. Failed to load ""<savename>"" save data.",Возвращены предыдущие настройки. Не удалось загрузить сохранение «<savename>».,,,OK,,,,,Trunk\CommonLua/Core/error.lua(00055),,,,,,,,,
296060091337,"Rolled back to previous game settings. ""<savename>"" save data is missing.",Возвращены предыдущие настройки. Данные сохранения «<savename>» отсутствуют.,,,OK,,,,,Trunk\CommonLua/Core/error.lua(00058),,,,,,,,,
235370130285,"Failed to roll back to previous game settings. Previous ""<savename>"" save data will be deleted and new save data will be created.","Не удалось вернуться к предыдущим настройкам. Данные сохранения «<savename>» будут удалены, и мы создадим новое сохранение.",,,OK,,,,,Trunk\CommonLua/Core/error.lua(00062),,,,,,,,,
727832925180,"Failed to roll back to previous game settings. Previous ""<savename>"" save data is corrupted. This save data will be deleted and new save data will be created.","Не удалось вернуться к предыдущим настройкам. Данные сохранения «<savename>» повреждены. Они будут удалены, и мы создадим новое сохранение.",,,OK,,,,,Trunk\CommonLua/Core/error.lua(00063),,,,,,,,,
606901390406,Save Failed,Ошибка сохранения,,,OK,,,,,Trunk\CommonLua/Core/error.lua(00066),,,,,,,,,
408428310307,Unidentified error while saving <savename>!<newline>Error code: <error_code>,Неизвестная ошибка при сохранении <savename>!<newline>Код ошибки: <error_code>,,,OK,,,,,Trunk\CommonLua/Core/error.lua(00067),,,,,,,,,
269487733043,"There is not enough storage space. To save your progress, free storage space.","Недостаточно места на диске. Освободите место, чтобы сохранить игру.",,,OK,,,,,Trunk\CommonLua/Core/error.lua(00068),,,,,,,,,
758106651114,"The save data limit for this game was reached. To save your progress, delete old save data.","Достигнут лимит сохраненных данных для этой игры. Чтобы сохранить игру, удалите старые сохраненные данные.",,,OK,,,,,Trunk\CommonLua/Core/error.lua(00069),,,,,,,,,
898462935482,"The local storage of this console is full. To save your progress, free storage space.","В локальной памяти консоли нет места. Освободите место, чтобы сохранить игру.",,,OK,,,,,Trunk\CommonLua/Core/error.lua(00070),,,,,,,,,
307531266745,Load Failed,Ошибка загрузки,,,OK,,,,,Trunk\CommonLua/Core/error.lua(00074),,,,,,,,,
209917042810,Could not load <name>.,Не удалось загрузить файл <name>.,,,OK,,,,,Trunk\CommonLua/Core/error.lua(00075),,,,,,,,,
620584534835,Could not load <name>.<newline>The savegame is corrupted.,Не удалось загрузить файл <name>.<newline>Файл сохранения поврежден.,,,OK,,,,,Trunk\CommonLua/Core/error.lua(00076),,,,,,,,,
726428638755,The savegame is corrupted.,Файл сохранения поврежден.,,,OK,,,,,Trunk\CommonLua/Core/error.lua(00078),,,,,,,,,
293964617315,There has been a problem with connecting to the cloud savegame storage at this time.,При подключении к облачному хранилищу файлов сохранения возникла проблема.,,,OK,,,,,Trunk\CommonLua/Core/error.lua(00079),,,,,,,,,
109901281893,Unable to delete <name>,Не удалось удалить файл <name>.,,,OK,,,,,Trunk\CommonLua/Core/error.lua(00083),,,,,,,,,
797434507583,Failed to take screenshot,Не удалось сделать скриншот,,,OK,,,,,Trunk\CommonLua/Core/error.lua(00087),,,,,,,,,
433967674729,",",<nbsp>,,,OK,,,,,Trunk\CommonLua/Core/localization.lua(00736),thousands separator,,,,,,,,
699854757080,Brazilian Portuguese,Португальский (Бразилия),,,OK,,,,,Trunk\CommonLua/Core/localization.lua(01050),,,,,,,,,
385829073168,Bulgarian,Болгарский,,,OK,,,,,Trunk\CommonLua/Core/localization.lua(01051),,,,,,,,,
552240423015,Czech,Чешский,,,OK,,,,,Trunk\CommonLua/Core/localization.lua(01052),,,,,,,,,
782416127227,Danish,Датский,,,OK,,,,,Trunk\CommonLua/Core/localization.lua(01053),,,,,,,,,
675114896426,Dutch,Голландский,,,OK,,,,,Trunk\CommonLua/Core/localization.lua(01054),,,,,,,,,
147611982706,English,Английский,,,OK,,,,,Trunk\CommonLua/Core/localization.lua(01055),,,,,,,,,
283206621979,Finnish,Финский,,,OK,,,,,Trunk\CommonLua/Core/localization.lua(01056),,,,,,,,,
170273676234,French,Французский,,,OK,,,,,Trunk\CommonLua/Core/localization.lua(01057),,,,,,,,,
505552009073,German,Немецкий,,,OK,,,,,Trunk\CommonLua/Core/localization.lua(01058),,,,,,,,,
646055054297,Hungarian,Венгерский,,,OK,,,,,Trunk\CommonLua/Core/localization.lua(01059),,,,,,,,,
596539604344,Indonesian,Индонезийский,,,OK,,,,,Trunk\CommonLua/Core/localization.lua(01060),,,,,,,,,
330877865785,Italian,Итальянский,,,OK,,,,,Trunk\CommonLua/Core/localization.lua(01061),,,,,,,,,
527962174587,Japanese,Японский,,,OK,,,,,Trunk\CommonLua/Core/localization.lua(01062),,,,,,,,,
585811408758,Korean,Корейский,,,OK,,,,,Trunk\CommonLua/Core/localization.lua(01063),,,,,,,,,
369233670775,Norwegian,Норвежский,,,OK,,,,,Trunk\CommonLua/Core/localization.lua(01064),,,,,,,,,
197791212449,Polish,Польский,,,OK,,,,,Trunk\CommonLua/Core/localization.lua(01065),,,,,,,,,
661132086100,Portuguese,Португальский,,,OK,,,,,Trunk\CommonLua/Core/localization.lua(01066),,,,,,,,,
375694388084,Romanian,Румынский,,,OK,,,,,Trunk\CommonLua/Core/localization.lua(01067),,,,,,,,,
794451731349,Russian,Русский,,,OK,,,,,Trunk\CommonLua/Core/localization.lua(01068),,,,,,,,,
465743231919,Chinese (Simplified),Китайский (упрощенный),,,OK,,,,,Trunk\CommonLua/Core/localization.lua(01069),,,,,,,,,
277226277909,Spanish (Spain),Испанский (Испания),Spanish,Испанский,OK,,,,,Trunk\CommonLua/Core/localization.lua(01070),,,,,,,,,
342769994919,Spanish (Latin America),Испанский (Латинская Америка),,,OK,,,,,Trunk\CommonLua/Core/localization.lua(01071),,,,,,,,,
487752404194,Swedish,Шведский,,,OK,,,,,Trunk\CommonLua/Core/localization.lua(01072),,,,,,,,,
508880261610,Chinese (Traditional),Китайский (традиционный),,,OK,,,,,Trunk\CommonLua/Core/localization.lua(01073),,,,,,,,,
681908731541,Thai,Тайский,,,OK,,,,,Trunk\CommonLua/Core/localization.lua(01074),,,,,,,,,
218295023775,Turkish,Турецкий,,,OK,,,,,Trunk\CommonLua/Core/localization.lua(01075),,,,,,,,,
388818321440,Auto,Авто,,,OK,,,,,Trunk\CommonLua/Core/localization.lua(01135),,,,,,,,,
651365107459,", ",", ",,,OK,,,,,Trunk\CommonLua/Core/localization.lua(01147),list separator,,,,,,,,
644,Low,Низк.,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00479),,,,,,,,,
7375,High,Высокая,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00481),,,,,,,,,
709029849246,Quality,Качество,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00490),,,,,,,,,
731233321844,Performance,Производительность,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00491),,,,,,,,,
6843,*Custom,*Настраиваемая,Custom,Настраиваемая,OK,,,,,Trunk\CommonLua/Core/options.lua(00494),,,,,,,,,
443238066363,Windowed,Оконный,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00498),Options dialog fullscreen mode,,,,,,,,
873558273070,Fullscreen,Полноэкранный,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00499),Options dialog fullscreen mode,,,,,,,,
206424973826,FPS,Частота кадров,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00507),options: frame limit,,,,,,,,
715166204973,Unlimited,Неограниченная,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00508),options: frame limit,,,,,,,,
549548241533,Off,Откл.,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00511),,,,,,,,,
336462699824,On,Вкл.,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00512),,,,,,,,,
347421390938,Off,Откл.,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00515),options:SSR is off,,,,,,,,
967597583816,Low,Низк.,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00516),options:SSR is turned to low,,,,,,,,
711881918198,Medium,Сред.,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00517),options:SSR is turned to Medium,,,,,,,,
350030693801,High,Выс.,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00518),options:SSR is turned to high,,,,,,,,
363062651990,Ultra,Макс.,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00519),options:SSR is turned to Ultra,,,,,,,,
897923163870,Off,Откл.,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00523),options:Bloom is off,,,,,,,,
962119091084,On,Вкл.,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00524),options:Bloom is on,,,,,,,,
764902318645,Off,Откл.,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00528),options:Eye Adaptation is off,,,,,,,,
310678453010,On,Вкл.,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00529),options:Eye Adaptation is on,,,,,,,,
173515508906,Off,Откл.,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00533),options:Vignette is off,,,,,,,,
724497759523,On,Вкл.,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00534),options:Vignette is on,,,,,,,,
535014732326,Off,Откл.,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00538),options:Chromatic Aberration is off,,,,,,,,
945084644408,On,Вкл.,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00539),options:Chromatic Aberration is on,,,,,,,,
290121664929,Off,Откл.,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00543),options:FPS counter is off,,,,,,,,
783476822556,FPS,FPS,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00544),options:FPS counter shows frames per second,,,,,,,,
271886807258,ms,мс,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00545),options:FPS counter shows miliseconds,,,,,,,,
812680094837,Low,Низк.,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00549),options:Texture quality is set to Low,,,,,,,,
645,Medium,Сред.,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00552),options:Texture quality is set to Medium,,,,,,,,
396237728087,High,Выс.,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00553),options:Texture quality is set to High,,,,,,,,
324283091069,Ultra,Ультра,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00554),options:Texture quality is set to Ultra,,,,,,,,
619416576830,Low,Низк.,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00559),options:Terrain detail is set to Low,,,,,,,,
482982848821,Medium,Сред.,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00560),options:Terrain detail is set to Medium,,,,,,,,
424607201144,High,Выс.,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00561),options:Terrain detail is set to High,,,,,,,,
340208038771,Ultra,Ультра,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00562),options:Terrain detail is set to Ultra,,,,,,,,
921959811873,Low,Низк.,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00567),options:Effects detail is set to Low,,,,,,,,
177066169751,Medium,Сред.,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00568),options:Effects detail is set to Medium,,,,,,,,
354778733499,High,Выс.,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00569),options:Effects detail is set to High,,,,,,,,
107890243019,Ultra,Ультра,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00570),options:Effects detail is set to Ultra,,,,,,,,
157135452050,Low,Низк.,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00575),options:View distance is set to Low,,,,,,,,
108271291689,Medium,Сред.,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00576),options:View distance is set to Medium,,,,,,,,
215175247095,High,Выс.,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00577),options:View distance is set to High,,,,,,,,
239271893639,Ultra,Ультра,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00578),options:View distance is set to Ultra,,,,,,,,
642008481801,Off,Откл.,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00582),options:Shadows are turned off,,,,,,,,
770274668602,Low,Низк.,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00583),options:Shadows quality is set to Low,,,,,,,,
955331005438,Medium,Сред.,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00607),options:Shadows quality is set to Medium,,,,,,,,
875151214288,High,Выс.,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00620),options:Shadows quality is set to High,,,,,,,,
727329502546,This option is forced based on the current anti-aliasing option.,Этот параметр установлен принудительно в зависимости от текущего значения параметра сглаживания.,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00687),,,,,,,,,
237540095950,AMD FidelityFX Super Resolution 1.0 is a cutting edge super-optimized spatial upscaling technology that produces impressive image quality at fast framerates.,"AMD FidelityFX Super Resolution 1.0 - сверхсовременная технология пространственного масштабирования, дающая великолепное качество изображения при высокой скорости смены кадра.",,,OK,,,,,Trunk\CommonLua/Core/options.lua(00690),,,,,,,,,
663907815524,Bilinear,Билинейная,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00691),options:Bilinear upscaling method,,,,,,,,
168111358410,The final image is upscaled using a quick bilinear filter.,Окончательное изображение экстраполируется с использованием быстрого билинейного фильтра.,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00693),,,,,,,,,
372575555234,Native (<percent(100)>),Собственное (<percent(100)>),,,OK,,,,,Trunk\CommonLua/Core/options.lua(00697),options:Resolution percent 100%,,,,,,,,
908658168865,Ultra Quality (<percent(77)>),Ульракачество (<percent(77)>),,,OK,,,,,Trunk\CommonLua/Core/options.lua(00699),options:Resolution percent 77%,,,,,,,,
924914589055,Quality (<percent(67)>),Качество (<percent(67)>),,,OK,,,,,Trunk\CommonLua/Core/options.lua(00700),options:Resolution percent 67%,,,,,,,,
359371270894,Balanced (<percent(59)>),Баланс (<percent(59)>),,,OK,,,,,Trunk\CommonLua/Core/options.lua(00701),options:Resolution percent 59%,,,,,,,,
326717026030,Performance (<percent(50)>),Производительность (<percent(50)>),,,OK,,,,,Trunk\CommonLua/Core/options.lua(00702),options:Resolution percent 50%,,,,,,,,
243189993265,Ultra Performance (<percent(33)>),Ультрапроизводительность (<percent(33)>),,,OK,,,,,Trunk\CommonLua/Core/options.lua(00703),options:Resolution percent 33%,,,,,,,,
392695272733,Off,Откл.,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00708),options:Antialiasing is turned off,,,,,,,,
261152948496,Fast Approximate Anti-Aliasing (FXAA) is a high performance and high quality screen-space software approximation to anti-aliasing.,Fast Approximate Anti-Aliasing (FXAA) - высокопроизводительная и высококачественная технология аппроксимации программного сглаживания.,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00710),,,,,,,,,
941529887409,"Enhanced Subpixel Morphological Anti-Aliasing (SMAA) is an image-based, post-processing anti-aliasing technique.",Enhanced Subpixel Morphological Anti-Aliasing (SMAA) - это технология постобработки сглаживания на основе изображения.,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00712),,,,,,,,,
872180326804,Automatically picks a temporal anti-aliasing technique based on the machine's GPU.,"Автоматический выбор временной техники сглаживания на основании того, какой видеокартой оснащен компьютер.",,,OK,,,,,Trunk\CommonLua/Core/options.lua(00716),,,,,,,,,
931850450677,NVIDIA DLSS uses AI Super Resolution to provide the highest possible frame rates at maximum graphics settings. DLSS requires an NVIDIA RTX graphics card.,NVIDIA DLSS использует технологию ИИ Super Resolution для обеспечения максимально возможной частоты кадров при наилучших настройках графики. Для DLSS требуется видеокарта NVIDIA RTX.,,,OK,,,,,Trunk\CommonLua/Core/options.lua(00721),,,,,,,,,
