stem,ru_text,wav_bytes,has_audio,source_txt
057,Хирургические и военные операции имеют одно сходство - иногда желаемого результата просто невозможно достичь...,108088,1,175_Laura.txt
058,"Эти люди восхищают меня своей выносливостью. Я могу себе представить, через что им пришлось пройти.",115882,1,175_Laura.txt
059,Враг рядом!,19926,1,175_Laura.txt
060,Мы еще здесь не закончили. На территории еще остался противник.,60034,1,175_Laura.txt
061,Что это?,14616,1,175_Laura.txt
062,Отличное оружие!,21875,1,175_Laura.txt
063,"Должно быть, это Джои - за ним!",35234,1,175_Laura.txt
064,"Я приношу свои извинения за преступления моей соотечественницы. Помогать этой стране и ее народу для меня большая честь. Я хорошо знаю, что такое ужасы диктатуры.",164592,1,175_Laura.txt
065,Теперь это зеленый сектор - и стерильно чистый.,49440,1,175_Laura.txt
066,Некоторых вещей не хватает. Кто-то воспользовался нашими припасами.,69915,1,175_Laura.txt
067,"Именно благодаря таким людям, как она, существуют и процветают  преступные правительства.",86093,1,175_Laura.txt
068,В Арулько очень интересная фауна...,35472,1,175_Laura.txt
069,"Приятно сражаться, когда ты знаешь, что меняешь мир к лучшему. Такое же ощущение возникает после чистой, успешно проведенной операции. Сначала ты  удаляешь опухоль - затем у пациента наступает период реабилитации... Мм-м.",242467,1,175_Laura.txt
070,"Создается впечатление, будто противник отступил.",50976,1,175_Laura.txt
071,Сейчас я лягу спать.,32043,1,175_Laura.txt
072,"Ах, как хорошо. Даже короткий сон творит с телом чудеса.",67233,1,175_Laura.txt
073,В точности совпадает с моим мнением.,38613,1,175_Laura.txt
074,Этой штуке пришел конец.,28352,1,175_Laura.txt
075,Похоже на заранее подготовленную ловушку.,54289,1,175_Laura.txt
076,"Осторожней, смотрите на землю - это может быть ловушка.",54055,1,175_Laura.txt
077,Я тону!..,16375,1,175_Laura.txt
078,Жду указаний.,24066,1,175_Laura.txt
079,,0,0,175_Laura.txt
080,"Нет, спасибо. Я читала о вас, а также об условиях, в которых приходилось работать людям под вашим началом.",89994,1,175_Laura.txt
081,Тебя окружают трупы - об этом известно всем.,54512,1,175_Laura.txt
082,Простите. Мне нужно делать доклад на медицинском конгрессе.,53454,1,175_Laura.txt
083,"Мне не нравится, когда меня заставляют ждать. В следующий раз обратитесь ко мне раньше.",82723,1,175_Laura.txt
084,Это врач Лора Колин. В неотложных случаях вы можете отправить сообщение на мой пейджер.,71880,1,175_Laura.txt
085,Вы можете обращаться ко мне в следующий раз...,38738,1,175_Laura.txt
086,"Я не люблю, когда за мной шпионят. А Тоска делает это постоянно. Нет, я отказываюсь.",95882,1,175_Laura.txt
087,,0,0,175_Laura.txt
088,"Нет, только не в одной команде с Лиской - я ее ненавижу... Она очень раздражает.",87107,1,175_Laura.txt
089,"Возможно, вы согласитесь продлить контракт?",42987,1,175_Laura.txt
090,Отлично. Мы договорились.,28339,1,175_Laura.txt
091,"Да. Я думаю, этот контракт окажется интересным.",56925,1,175_Laura.txt
092,"Мне нечего скрывать. Причина, по которой я соглашаюсь, несмотря на... предчувствия.. заключается в том, что с вами Рудольф. Он настоящий профессионал. Если он в нашей команде, мои опасения напрасны.",191253,1,175_Laura.txt
093,"Ну... Мне интересно узнать, оправдано ли то положительное впечатление, которое произвел на меня Виктор Колесников. Таким образом... Я согласна.",165996,1,175_Laura.txt
094,,0,0,175_Laura.txt
095,"Ха! У меня другие планы... Когда знаешь, что завтра идти к зубному врачу удалять зуб, и то чувствуешь себя бодрее. Мне не понравилось наше сотрудничество.",122849,1,175_Laura.txt
096,Я повторю.,19722,1,175_Laura.txt
097,"Если у вас нет денег, пожалуйста, не задавайте мне риторических вопросов.",65306,1,175_Laura.txt
098,Это ваше решение.,23648,1,175_Laura.txt
099,"Я придерживаюсь мнения, что во время ваших операций гибнет слишком много хороших людей. И я говорю не о болезнях!",100234,1,175_Laura.txt
100,"Я не переношу женщин, которые ненавидят мужчин так, как Тоска. Я вынуждена отказаться.",95936,1,175_Laura.txt
101,,0,0,175_Laura.txt
102,"Вместе с Лиской? Нет, спасибо. Если во время операции мне понадобится секс по телефону, я дам вам знать.",95654,1,175_Laura.txt
103,"Мне нравится работать с Рудольфом. Я считаю, что он настоящий профессионал. Однако я должна признаться - это единственная причина, по которой я даю свое согласие.",146195,1,175_Laura.txt
104,"Виктор Колесников мне интересен... Естественно, в сугубо профессиональном смысле. Я согласна!",82622,1,175_Laura.txt
105,,0,0,175_Laura.txt
106,Я повторю.,17178,1,175_Laura.txt
107,"У вас нет денег... Возможно, вы не обратили на это внимания?",54591,1,175_Laura.txt
108,Алло?,10997,1,175_Laura.txt
109,"Может быть, пока сделаем пару... растяжек, отжиманий? Другими словами, зарядку?",75568,1,175_Laura.txt
110,"Я буду признательна, если мы закончим операцию немного быстрее.",56598,1,175_Laura.txt
111,Контракт... О каком сроке идет речь?,40188,1,175_Laura.txt
112,"Когда вы будете знать, что вам нужно, вы можете позвонить мне еще раз. Подалуйста, не тратьте моего времени зря.",95456,1,175_Laura.txt
113,"Я предпочитаю не иметь дела с Тоской. Она влияет на команду так же, как мышьяк на человеческий желудок.",90885,1,175_Laura.txt
114,,0,0,175_Laura.txt
115,"Пожалуйста, помните, что наше соглашение подходит к концу.",56854,1,175_Laura.txt
116,"Я продолжаю повышать свою квалификацию. Думаю, мой гонорар должен отражать этот факт.",65067,1,175_Laura.txt
